id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
68654,UCSB,IZC,,PreservedSpecimen,6f20459e-99fe-48c1-90f1-0c6330676032,UCSB-IZC00010554,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2017,,,,,,,,,1967-10-00,,,1967,10,0,,,1967 Oct,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Goleta,,0,,34.436396,-119.81116,,9489,,,,,,,,,,,,,,,seltmann,12/28/2020 12:56,832467,6,a9e0199b-d1bc-4a7a-a9a3-fa55f75f9988,https://library.big-bee.net/portal/collections/individual/index.php?occid=68654
68656,UCSB,IZC,,PreservedSpecimen,131b0f13-5781-40fa-9613-587b9982be79,UCSB-IZC00010556,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2017,,,,,,,,,1982-05-00,,,1982,5,0,,,1982-5,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara",,0,,34.412534,-119.847305,WGS84,722,,rbehm (2018-09-28 15:54:55),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832469,6,ccf83c17-e1d8-48e6-bb11-cb5f6427dc85,https://library.big-bee.net/portal/collections/individual/index.php?occid=68656
68676,UCSB,IZC,,PreservedSpecimen,ef72b8c4-ed62-4cf1-b4ed-3beb5b76c66a,UCSB-IZC00009089,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Rachel Behm,2017,,,,,,Cayla Lariosa,,,4/19/2015,,,2015,4,19,109,,4/19/2015,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Manzanita Apartment,,0,,34.409522,-119.852276,WGS84,163,,entan (2019-08-08 17:33:33),,georef batch tool 2019-08-08; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832608,6,2db199d5-4985-4f2e-8a0b-aa35f28d50fa,https://library.big-bee.net/portal/collections/individual/index.php?occid=68676
68681,UCSB,IZC,,PreservedSpecimen,36147c07-47ab-437c-a0a7-11344f52abc4,UCSB-IZC00009102,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jamie Pawelek,2017,,,OTU 80 is original determination identifier for the NCOS project restoration survey,,,Katja Seltmann,UCSB Arthropod Survey,,4/19/2016,,,2016,4,19,110,,"April 19-20, 2016",,"Native salt marsh, before restoration",,,,,CSM-YPT-01,,,,,,,,,,Adult,Male,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.42131867,-119.8844058,WGS84,10,,,,GPS,,Entered coordinates from GPS and may differ from what is on label. Uploaded from spreadsheet.,,,,,,,,,phorsley,12/28/2020 12:48,832614,6,215499a8-fb11-4758-b9e7-7f5ada3a4647,https://library.big-bee.net/portal/collections/individual/index.php?occid=68681
68694,UCSB,IZC,,PreservedSpecimen,66aee8b3-be00-4578-aedd-25724a59ef2f,UCSB-IZC00009200,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Habropoda depressa,11033,"Fowler, 1899",Habropoda,,depressa,,,,,Species,Jamie Pawelek,2017,,,,,,C. Eriksen,,,4/7/1973,,,1973,4,7,97,,4/7 1953,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,Santa Barbara,,0,,34.42083,-119.711236,,6559,,,,,,,,,,,,,,,phorsley,12/28/2020 12:48,832628,6,ecb9df1d-005b-406d-94ff-3cd56c716877,https://library.big-bee.net/portal/collections/individual/index.php?occid=68694
68717,UCSB,IZC,,PreservedSpecimen,2221b744-1be0-4098-bbb7-9a890e3e0b1e,UCSB-IZC00009790,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Habropoda depressa,11033,"Fowler, 1899",Habropoda,,depressa,,,,,Species,Jamie Pawelek,2017,,,,,,,,,4/25/1981,,,1981,4,25,115,,4/25/1981,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Rattlesnake Canyon,,0,,34.471588,-119.687669,WGS84,3036,,rbehm (2018-09-28 15:51:51),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832651,6,54ee7f5f-5e84-4b31-9ea7-5c7e6657cd16,https://library.big-bee.net/portal/collections/individual/index.php?occid=68717
68731,UCSB,IZC,,PreservedSpecimen,098a922b-90fc-4b0b-91a3-3df8926fa5a6,UCSB-IZC00009829,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eucera actuosa,9990,"(Cresson, 1878)",Eucera,,actuosa,,,,,Species,Jamie Pawelek,2017,,,OTU 404 is original determination identifier for the NCOS project restoration survey,,,Katja Seltmann,UCSB Arthropod Survey,,4/25/2016,,,2016,4,25,116,,"April 25-26, 2016",,"Annual grass, before restoration",,,,,AG-YPT-02,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.41889579,-119.8800686,WGS84,10,,,,GPS,,Entered coordinates from GPS and may differ from what is on label. Uploaded from spreadsheet.,,,,,,,,,phorsley,12/28/2020 12:48,832666,6,dc8c74e3-2a48-4c17-a6b6-286e68ae9753,https://library.big-bee.net/portal/collections/individual/index.php?occid=68731
68737,UCSB,IZC,,PreservedSpecimen,2cca9cdf-eafe-453d-83de-628d3f7c95a7,UCSB-IZC00010266,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,,,,6/2/1982,,,1982,6,2,153,,6/2/1982,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Red Rock Campground,,0,,34.53981,-119.71913,WGS84,136,,rbehm (2018-09-17 15:17:48),,georef batch tool 2018-09-17,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832673,6,8001a3fd-d90b-4de1-947d-f6b560f71ed2,https://library.big-bee.net/portal/collections/individual/index.php?occid=68737
68745,UCSB,IZC,,PreservedSpecimen,c5056fcb-f47b-478c-a924-c780906beddf,UCSB-IZC00010287,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Habropoda depressa,11033,"Fowler, 1899",Habropoda,,depressa,,,,,Species,Jamie Pawelek,2017,,,,,,,,,,,,,,,,,Apr. 19,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Goddard Camp,,0,,34.5003,-119.838897,WGS84,631,,zachary_brown (2019-09-20 14:26:08),,georef batch tool 2019-09-20; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832682,6,d71bf433-1bed-46f4-b046-3924430a8d8c,https://library.big-bee.net/portal/collections/individual/index.php?occid=68745
68749,UCSB,IZC,,PreservedSpecimen,c0e1c93e-6840-4459-b5b1-b1d0f05320d5,UCSB-IZC00010301,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,,,,5/7/1982,,,1982,5,7,127,,5/7/1982,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara",,0,,34.412534,-119.847305,WGS84,722,,rbehm (2018-09-28 15:55:18),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832686,6,014ed2eb-1592-4f00-976d-c01b123e1310,https://library.big-bee.net/portal/collections/individual/index.php?occid=68749
68754,UCSB,IZC,,PreservedSpecimen,c5b4cd7e-789b-42ab-b618-0a4632a416d2,UCSB-IZC00010315,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,Paul Ross,,,5/20/1989,,,1989,5,20,140,,5/20/1989,,flower,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,Isla Vista,,0,,34.413329,-119.860972,WGS84,2164,,rbehm (2019-05-09 15:01:51),,georef batch tool 2019-05-09; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832692,6,6bb182c9-bb2e-4236-956d-5c7bab2fce6b,https://library.big-bee.net/portal/collections/individual/index.php?occid=68754
68765,UCSB,IZC,,PreservedSpecimen,b3e38de9-4ec0-4934-95d5-3cc854428447,UCSB-IZC00010403,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Rachel Behm,2017,,,,,,May Li,,,5/3/2016,,,2016,5,3,124,,5/3/2016,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Lagoon",,0,,34.408606,-119.847083,WGS84,548,,rbehm (2018-09-28 16:05:54),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832704,6,96af84c0-0a0a-4c69-80ce-67e6745fd4b8,https://library.big-bee.net/portal/collections/individual/index.php?occid=68765
68846,UCSB,IZC,,PreservedSpecimen,27e28cc6-d224-430d-8196-7a55f518e9e0,UCSB-IZC00012184,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,,,,,,,,,,,,28-Jul,"locality information not on label, likely collected in Santa Barbara County, California USA",Stream,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,,,,,,,,,,,"locality information not on label, likely collected in Santa Barbara County, California USA",0,,,,,,,,,,,,,,,,,,,,phorsley,12/28/2020 12:48,832789,6,3491ac5e-8a1a-409f-a6d0-5b0e77b5461e,https://library.big-bee.net/portal/collections/individual/index.php?occid=68846
68853,UCSB,IZC,,PreservedSpecimen,c0d38815-2d85-4d50-a966-0320597a6d52,UCSB-IZC00012193,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,Jason Garland,,,2016-07-00,,,2016,7,0,,,2016-7,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Campus; 34.4137 -119.8418",,0,,34.4137,-119.8418,,,N 34.4137 E -119.8418,,,on label,,,,,,,,,,,phorsley,12/28/2020 12:48,832797,6,ddacb26f-4ff6-4cfc-b0e5-b4006bc8544a,https://library.big-bee.net/portal/collections/individual/index.php?occid=68853
68855,UCSB,IZC,,PreservedSpecimen,37e968f7-9ac9-45a7-bec9-94f6bcff5ec3,UCSB-IZC00012195,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,A.L. Dover,,,3/3/1962,,,1962,3,3,62,,3-III-62,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,Santa Barbara,,0,,34.42083,-119.711236,,6559,,,,,,,,,,,,,,,phorsley,12/28/2020 12:48,832799,6,f09ff66a-3876-40ec-ad3f-b52ac4bdca1d,https://library.big-bee.net/portal/collections/individual/index.php?occid=68855
68872,UCSB,IZC,,PreservedSpecimen,508c3822-8147-4db3-a574-a8699c0492ae,UCSB-IZC00012213,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,D. Frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,Botanic Garden,,0,,34.457079,-119.709178,WGS84,279,,rbehm (2018-09-26 15:38:54),,georef batch tool 2018-09-26; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832818,6,c09482e8-82c8-46d3-8fa3-e93078700b06,https://library.big-bee.net/portal/collections/individual/index.php?occid=68872
68875,UCSB,IZC,,PreservedSpecimen,02ca3d39-8f94-4614-95b2-30c0ac05e9d6,UCSB-IZC00012216,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Rachel Behm,2017,,,,,,Blake Toro,,,4/25/2015,,,2015,4,25,115,,4/25/2015,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,Isla Vista,,0,,34.413329,-119.860972,WGS84,2476,,rbehm (2019-05-09 15:02:43),,georef batch tool 2019-05-09; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832844,6,3cfd5ab1-69f0-47ab-ba05-11ada8a57b12,https://library.big-bee.net/portal/collections/individual/index.php?occid=68875
68878,UCSB,IZC,,PreservedSpecimen,13240550-13a5-4fb1-bcc9-9b17a5ba5571,UCSB-IZC00012219,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Katja Seltmann,2018,,,,,,Arun Sengupta,,,5/30/2015,,,2015,5,30,150,,5/30/2015,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Seven Falls,,0,,34.474823,-119.704723,WGS84,1478,,zachary_brown (2019-09-20 16:42:59),,georef batch tool 2019-09-20; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832848,6,54ecc72e-c1a4-4ea9-b69a-c9c48af3cad6,https://library.big-bee.net/portal/collections/individual/index.php?occid=68878
68884,UCSB,IZC,,PreservedSpecimen,2fcfcce9-e19f-4552-b061-d848c4ab5eef,UCSB-IZC00012225,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,S. Taylor,,,3/11/1954,,,1954,3,11,70,,3/11 1954,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,Santa Barbara,,0,,34.42083,-119.711236,,6559,,,,,,,,,,,,,,,phorsley,12/28/2020 12:48,832854,6,6aaf8aaa-f937-4e53-8d78-e50413ff2e72,https://library.big-bee.net/portal/collections/individual/index.php?occid=68884
68885,UCSB,IZC,,PreservedSpecimen,46caa741-cb7b-4459-8916-99cb444d745c,UCSB-IZC00012228,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,UCSB Zoology 125: KML,,,9/26/1987,,,1987,9,26,269,,9/26/1987,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Arroyo Burro,,0,,34.516667,-119.75,,,34° 31' N 119° 45' W,,,,,,800,,,,,800m,,,phorsley,12/28/2020 12:48,832855,6,dc8bea66-2cfd-47a3-a090-2720e2f27475,https://library.big-bee.net/portal/collections/individual/index.php?occid=68885
68888,UCSB,IZC,,PreservedSpecimen,fa39dd9a-2808-4bb5-8cd8-ec345e15d522,UCSB-IZC00012232,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,,,,5/9/2005,,,2005,5,9,129,,5/9/2005,On label: #3 bee,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,Locality based on similar labels,0,,34.044707,-119.72628,WGS84,19113,,almalove (2024-05-29 16:54:21),,georef batch tool 2024-05-29,,,,,,,,,,,phorsley,12/28/2020 12:48,832858,6,24c071e7-e930-4ec8-866d-864fc30a3f97,https://library.big-bee.net/portal/collections/individual/index.php?occid=68888
68893,UCSB,IZC,,PreservedSpecimen,8badcac2-2f1d-48de-b8c7-658c8bc6eebd,UCSB-IZC00012237,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Katja Seltmannn,2018,,,,,,S. Battersby,,,6/2/2015,,,2015,6,2,153,,6/2/2015,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,More Mesa,,0,,34.422775,-119.773749,WGS84,1807,,seltmann (2019-08-01 17:48:05),,georef batch tool 2019-08-01; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832863,6,7a8fd29a-f862-4dbf-a631-d22f2f7a8513,https://library.big-bee.net/portal/collections/individual/index.php?occid=68893
68895,UCSB,IZC,,PreservedSpecimen,a4fc6743-7725-4bce-9c26-66f4e8d767a8,UCSB-IZC00012240,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2017,,,,,,S.A. White,,,5/20/1969,,,1969,5,20,140,,20/5 1969,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Goleta,,0,,34.436396,-119.81116,,9489,,,,,,,,,,,,,,,phorsley,12/28/2020 12:48,832865,6,8cfc164d-4821-4333-90db-966145c0571d,https://library.big-bee.net/portal/collections/individual/index.php?occid=68895
68931,UCSB,IZC,,PreservedSpecimen,9ab88bdb-659e-4fb6-a6ab-b013a6f7b139,UCSB-IZC00012323,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,M. Padilla,,,5/6/2015,,,2015,5,6,126,,5/6/2015,,,,,,,,,,,,,,,,,Adult,,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Bluffs",,0,,34.412534,-119.847305,WGS84,722,,rbehm (2018-09-28 15:55:18),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832921,6,0d2489b1-f85d-4653-a5bb-d583fc769bdc,https://library.big-bee.net/portal/collections/individual/index.php?occid=68931
68976,UCSB,IZC,,PreservedSpecimen,ba5f1cbc-768c-421a-9bca-e8d0dc7a339b,UCSB-IZC00012454,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,E. Mollenhauer,,,5/31/2015,,,2015,5,31,151,,5/31/2015,,,,,,,,,,,,,,,,,Adult,,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,Isla Vista,,0,,34.413329,-119.860972,WGS84,2164,,rbehm (2019-05-09 15:01:51),,georef batch tool 2019-05-09; GeoLocate,reviewed - high confidence,,,,,,,,,,phorsley,12/28/2020 12:48,832966,6,ab7043ea-3f03-4172-a9d7-88f102495d41,https://library.big-bee.net/portal/collections/individual/index.php?occid=68976
69025,UCSB,IZC,,PreservedSpecimen,5be448e1-3cd5-4316-901c-8c567cd23ae8,UCSB-IZC00009970,,,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia nemoris,18928,"Sandhouse, 1924",Osmia,,nemoris,,,,,Species,Jamie Pawelek,2017,,,OTU 578 is original determination identifier for the NCOS project restoration survey,,,Katja Seltmann,UCSB Arthropod Survey,,4/14/2016,,,2016,4,14,105,,"April 14-15, 2016",,"Annual grass, before restoration",,,,,AS-YPT-04,,,,,,,,,,,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.41823906,-119.8772178,WGS84,10,,,,GPS,,Entered coordinates from GPS and may differ from what is on label. Uploaded from spreadsheet.,,,,,,,,,phorsley,12/28/2020 12:48,833395,6,47f1f92c-c1d9-4df5-b83f-a747a2bcf54d,https://library.big-bee.net/portal/collections/individual/index.php?occid=69025
69264,UCSB,IZC,,PreservedSpecimen,7134c8dd-0627-4e54-96a7-ac72268120bb,UCSB-IZC00006181,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,UCSB EEMB 96 Spring 2018: Justine Bethel,,,5/8/2018,,,2018,5,8,128,,5/8/2018,,vernal pool,,,,,,,,,,,Helianthus californicus,,,,Adult,Male,1,sweep net,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4191,-119.8842,WGS84,,,,,"GPS, on label",,,,,,,,,,,phorsley,12/28/2020 12:48,834577,6,ac5ef4ff-2277-4de1-8ab9-b6eb56074dd0,https://library.big-bee.net/portal/collections/individual/index.php?occid=69264
69324,UCSB,IZC,,PreservedSpecimen,13838da5-2d6f-4f61-8183-ae30d46dcd37,UCSB-IZC00005855,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina punctigena,7874,"Cockerell, 1916",Ceratina,,punctigena,,,,,Species,Jaime Pawelek,2017,,,,,,Kevin Phan,,,7/5/2016,,,2016,7,5,187,,7/5/2016,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River Valley,,0,,34.363,-118.991,,,,,,,,,,,,,,,,,zachary_brown,12/28/2020 12:48,838295,6,e51acca7-00ff-44f1-9eb3-add50359a724,https://library.big-bee.net/portal/collections/individual/index.php?occid=69324
69361,UCSB,IZC,,PreservedSpecimen,64b8e888-484f-4fcd-8635-5d46ffdf0e38,UCSB-IZC00014785,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2018,,,,,,Christina Zhu,,,3/18/2018,,,2018,3,18,77,,3/18/2018,,,,,,,,,,,,,,,,,Adult,,1,Sweep net,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Cheadle Center Greenhouse,,0,,34.420798,-119.858225,WGS84,,,,,,,,,,,,,,,,seltmann,12/28/2020 12:48,838361,6,22def3c7-2f31-4348-90b5-c6c64c7ec909,https://library.big-bee.net/portal/collections/individual/index.php?occid=69361
69362,UCSB,IZC,,PreservedSpecimen,533a18cb-05e8-432c-aa08-f21dc1117d73,UCSB-IZC00014787,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2018,,,,,,Martin Kellogg,,,6/24/1980,,,1980,6,24,176,,6/24/1980,~9am,on flowers,,,,,,,,,,,visitsFlowersOf: Fuchsia,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,6678-B Sueno,,0,,34.412992,-119.861945,WGS84,30,,entan (2019-03-05 18:06:50),,georef batch tool 2019-03-05; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:48,838362,6,429aab41-05c6-4a49-834b-ef53166984d9,https://library.big-bee.net/portal/collections/individual/index.php?occid=69362
69375,UCSB,IZC,,PreservedSpecimen,5105e124-0a0b-4fd2-ac95-e0478fba22e7,UCSB-IZC00014915,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Habropoda depressa,11033,"Fowler, 1899",Habropoda,,depressa,,,,,Species,RW Thorp,,,,,,,,,,1976-03-00,,,1976,3,0,,,1976-3,"Santa Cruz Island Reserve (SCIR) Collection, 2017",,,,,,,,,,,,,,,,Adult,,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:48,838389,6,133427ac-278d-4201-b0b4-71e110c81d26,https://library.big-bee.net/portal/collections/individual/index.php?occid=69375
